2025-09-01 07:52:59,778 INFO     summarize: summarize {
2025-09-01 07:53:00,400 INFO       Reading tokenizer configs from /data/wjkim9653/anaconda3/envs/HELM/lib/python3.10/site-packages/helm/config/tokenizer_configs.yaml...
2025-09-01 07:53:00,479 INFO       Reading model deployments from /data/wjkim9653/anaconda3/envs/HELM/lib/python3.10/site-packages/helm/config/model_deployments.yaml...
2025-09-01 07:53:00,815 INFO       Reading tokenizer configs from prod_env/tokenizer_configs.yaml...
2025-09-01 07:53:00,828 INFO       Reading model deployments from prod_env/model_deployments.yaml...
2025-09-01 07:53:00,851 WARNING    Could not find model metadata for model google/medgemma-4b-pt of model deployment huggingface/medgemma-4b-pt
2025-09-01 07:53:00,851 WARNING    Could not find model metadata for model google/medgemma-4b-it of model deployment huggingface/medgemma-4b-it
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-cp of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-cp
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-base-sft of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-base-sft
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-cp-sft of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-cp-sft
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-base-rlaif of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-base-rlaif
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-cp-rlaif of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-cp-rlaif
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-base-sft-rlaif of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-base-sft-rlaif
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-cp-sft-rlaif of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-cp-sft-rlaif
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-base-rlaif-r2 of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-base-rlaif-r2
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-cp-rlaif-r2 of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-cp-rlaif-r2
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-base-sft-rlaif-r2 of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-base-sft-rlaif-r2
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-cp-sft-rlaif-r2 of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-cp-sft-rlaif-r2
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-base-rlaif-r3 of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-base-rlaif-r3
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-cp-rlaif-r3 of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-cp-rlaif-r3
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-base-sft-rlaif-r3 of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-base-sft-rlaif-r3
2025-09-01 07:53:00,852 WARNING    Could not find model metadata for model wjkim9653/llama-3.2-3b-instruct-ldi-clinic-cp-sft-rlaif-r3 of model deployment huggingface/llama-3.2-3b-instruct-ldi-clinic-cp-sft-rlaif-r3
2025-09-01 07:53:00,852 INFO       Reading schema file schema_medhelm.yaml...
2025-09-01 07:53:01,094 WARNING    aci_bench:model=google_medgemma-4b-it,model_deployment=huggingface_medgemma-4b-it doesn't have run_spec.json or stats.json, skipping
2025-09-01 07:53:01,094 WARNING    aci_bench:model=google_medgemma-4b-pt,model_deployment=huggingface_medgemma-4b-pt doesn't have run_spec.json or stats.json, skipping
2025-09-01 07:53:01,179 INFO       Summarizer.check_metrics_defined {
2025-09-01 07:53:01,180 INFO       } [0.0s]
2025-09-01 07:53:01,180 INFO       Parallelizing computation on 24 items over 8 threads {
2025-09-01 07:53:01,181 INFO         write_run_display_json {
2025-09-01 07:53:01,181 INFO           write_run_display_json {
2025-09-01 07:53:01,181 INFO             write_run_display_json {
2025-09-01 07:53:01,182 INFO               write_run_display_json {
2025-09-01 07:53:01,182 INFO                 write_run_display_json {
2025-09-01 07:53:01,182 INFO                   write_run_display_json {
2025-09-01 07:53:01,183 INFO                     write_run_display_json {
